what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343552414687
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343552417952
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1343552419515
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1343552427794
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343552443619
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343552448649
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343552471675
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343552474221
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1343552476268
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1343552481376
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343552489999
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1343552504340
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343552525835
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343552525835
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343552527741
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343552567857
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343552570122
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1343552571513
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1343552576746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343552609161
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1343552612504
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1343552614769
